specimenID,libraryID,assay,platform,RIN,referenceSet,rnaBatch,libraryBatch,sequencingBatch,libraryPrep,libraryPreparationMethod,libraryVersion,isStranded,readStrandOrigin,readLength,runType,totalReads,validBarcodeReads,DV200,,,,,,,,,,,,,,,,,
3074lc,3074lc,rnaSeq,NextSeq500,9.9,GRCm38,,09.10.19,09.10.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,29180804,,,,,,,,,,,,,,,,,,
3075lc,3075lc,rnaSeq,NextSeq500,9.7,GRCm38,,09.10.19,09.10.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,27292442,,,,,,,,,,,,,,,,,,
3076lc,3076lc,rnaSeq,NextSeq500,9.3,GRCm38,,09.10.19,09.10.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,25842290,,,,,,,,,,,,,,,,,,
3077lc,3077lc,rnaSeq,NextSeq500,9.5,GRCm38,,09.10.19,09.10.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,24521840,,,,,,,,,,,,,,,,,,
3078lc,3078lc,rnaSeq,NextSeq500,9.5,GRCm38,,09.10.19,09.10.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,25900602,,,,,,,,,,,,,,,,,,
3079lc,3079lc,rnaSeq,NextSeq500,9.7,GRCm38,,09.10.19,09.10.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,22412800,,,,,,,,,,,,,,,,,,
3080lc,3080lc,rnaSeq,NextSeq500,9.9,GRCm38,,09.10.19,09.10.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,37542780,,,,,,,,,,,,,,,,,,
3081lc,3081lc,rnaSeq,NextSeq500,9.6,GRCm38,,09.10.19,09.10.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,33550404,,,,,,,,,,,,,,,,,,
3082lc,3082lc,rnaSeq,NextSeq500,9.5,GRCm38,,09.10.19,09.10.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,26553386,,,,,,,,,,,,,,,,,,
3083lc,3083lc,rnaSeq,NextSeq500,9.7,GRCm38,,09.10.19,09.10.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,23701156,,,,,,,,,,,,,,,,,,
3084lc,3084lc,rnaSeq,NextSeq500,9.3,GRCm38,,09.10.19,09.10.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,27174390,,,,,,,,,,,,,,,,,,
3085lc,3085lc,rnaSeq,NextSeq500,9.4,GRCm38,,09.10.19,09.10.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,21709604,,,,,,,,,,,,,,,,,,
3086lc,3086lc,rnaSeq,NextSeq500,9.9,GRCm38,,09.10.19,09.10.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,22169506,,,,,,,,,,,,,,,,,,
3095lc,3095lc,rnaSeq,NextSeq500,9.9,GRCm38,,09.10.19,09.10.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,27719028,,,,,,,,,,,,,,,,,,
3096lc,3096lc,rnaSeq,NextSeq500,9.4,GRCm38,,09.10.19,09.10.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,29249270,,,,,,,,,,,,,,,,,,
3097lc,3097lc,rnaSeq,NextSeq500,8.7,GRCm38,,09.10.19,09.10.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,24830644,,,,,,,,,,,,,,,,,,
3098lc,3098lc,rnaSeq,NextSeq500,9.4,GRCm38,,09.10.19,09.10.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,23593402,,,,,,,,,,,,,,,,,,
3099lc,3099lc,rnaSeq,NextSeq500,9.3,GRCm38,,09.10.19,09.10.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,27801154,,,,,,,,,,,,,,,,,,
3100lc,3100lc,rnaSeq,NextSeq500,9.8,GRCm38,,09.10.19,09.10.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,23128074,,,,,,,,,,,,,,,,,,
3101lc,3101lc,rnaSeq,NextSeq500,9.8,GRCm38,,09.10.19,09.10.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,24351622,,,,,,,,,,,,,,,,,,
3106lc,3106lc,rnaSeq,NextSeq500,9.2,GRCm38,,09.10.19,09.10.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,19918030,,,,,,,,,,,,,,,,,,
3107lc,3107lc,rnaSeq,NextSeq500,9.2,GRCm38,,09.10.19,09.10.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,24303316,,,,,,,,,,,,,,,,,,
3118lc,3118lc,rnaSeq,NextSeq500,8.7,GRCm38,,09.10.19,09.10.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,31337172,,,,,,,,,,,,,,,,,,
3102lh,3102lh,rnaSeq,NextSeq500,9.1,GRCm38,,08.11.20,08.11.20,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,47457534,,,,,,,,,,,,,,,,,,
3103lh,3103lh,rnaSeq,NextSeq500,9.3,GRCm38,,08.11.20,08.11.20,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,34153272,,,,,,,,,,,,,,,,,,
3104lh,3104lh,rnaSeq,NextSeq500,9.6,GRCm38,,08.11.20,08.11.20,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,34702964,,,,,,,,,,,,,,,,,,
3108lh,3108lh,rnaSeq,NextSeq500,9.1,GRCm38,,08.11.20,08.11.20,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,40628280,,,,,,,,,,,,,,,,,,
3109lh,3109lh,rnaSeq,NextSeq500,9.6,GRCm38,,08.11.20,08.11.20,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,41369580,,,,,,,,,,,,,,,,,,
3110lh,3110lh,rnaSeq,NextSeq500,9.5,GRCm38,,08.11.20,08.11.20,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,52486770,,,,,,,,,,,,,,,,,,
3111lh,3111lh,rnaSeq,NextSeq500,9.2,GRCm38,,08.11.20,08.11.20,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,56402032,,,,,,,,,,,,,,,,,,
3112lh,3112lh,rnaSeq,NextSeq500,9.5,GRCm38,,08.11.20,08.11.20,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,55836260,,,,,,,,,,,,,,,,,,
3113lh,3113lh,rnaSeq,NextSeq500,9.3,GRCm38,,08.11.20,08.11.20,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,61120298,,,,,,,,,,,,,,,,,,
3114lh,3114lh,rnaSeq,NextSeq500,9.1,GRCm38,,08.11.20,08.11.20,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,36866224,,,,,,,,,,,,,,,,,,
3115lh,3115lh,rnaSeq,NextSeq500,9.6,GRCm38,,08.11.20,08.11.20,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,36563138,,,,,,,,,,,,,,,,,,
3116lh,3116lh,rnaSeq,NextSeq500,9.1,GRCm38,,08.11.20,08.11.20,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,43190700,,,,,,,,,,,,,,,,,,
3117lh,3117lh,rnaSeq,NextSeq500,9,GRCm38,,08.11.20,08.11.20,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,43936702,,,,,,,,,,,,,,,,,,
3119lh,3119lh,rnaSeq,NextSeq500,8.9,GRCm38,,08.11.20,08.11.20,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,40620614,,,,,,,,,,,,,,,,,,
3120lh,3120lh,rnaSeq,NextSeq500,9.4,GRCm38,,08.11.20,08.11.20,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,48921166,,,,,,,,,,,,,,,,,,
3121lh,3121lh,rnaSeq,NextSeq500,9.3,GRCm38,,08.11.20,08.11.20,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,34890984,,,,,,,,,,,,,,,,,,
3072lh,3072lh,rnaSeq,NextSeq500,8.8,GRCm38,,09.11.19,09.11.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,21993926,,,,,,,,,,,,,,,,,,
3073lh,3073lh,rnaSeq,NextSeq500,10,GRCm38,,09.11.19,09.11.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,23130250,,,,,,,,,,,,,,,,,,
3074lh,3074lh,rnaSeq,NextSeq500,9.4,GRCm38,,09.11.19,09.11.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,31646912,,,,,,,,,,,,,,,,,,
3075lh,3075lh,rnaSeq,NextSeq500,9.7,GRCm38,,09.11.19,09.11.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,20617634,,,,,,,,,,,,,,,,,,
3076lh,3076lh,rnaSeq,NextSeq500,9.9,GRCm38,,09.11.19,09.11.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,17604362,,,,,,,,,,,,,,,,,,
3077lh,3077lh,rnaSeq,NextSeq500,9.6,GRCm38,,09.11.19,09.11.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,28219830,,,,,,,,,,,,,,,,,,
3078lh,3078lh,rnaSeq,NextSeq500,9.3,GRCm38,,09.11.19,09.11.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,30396176,,,,,,,,,,,,,,,,,,
3079lh,3079lh,rnaSeq,NextSeq500,9.3,GRCm38,,09.11.19,09.11.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,35762558,,,,,,,,,,,,,,,,,,
3080lh,3080lh,rnaSeq,NextSeq500,9.7,GRCm38,,09.11.19,09.11.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,86549480,,,,,,,,,,,,,,,,,,
3081lh,3081lh,rnaSeq,NextSeq500,9.6,GRCm38,,09.11.19,09.11.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,22573406,,,,,,,,,,,,,,,,,,
3082lh,3082lh,rnaSeq,NextSeq500,9.7,GRCm38,,09.11.19,09.11.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,23597262,,,,,,,,,,,,,,,,,,
3083lh,3083lh,rnaSeq,NextSeq500,10,GRCm38,,09.11.19,09.11.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,26532896,,,,,,,,,,,,,,,,,,
3084lh,3084lh,rnaSeq,NextSeq500,9.6,GRCm38,,09.11.19,09.11.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,22338556,,,,,,,,,,,,,,,,,,
3085lh,3085lh,rnaSeq,NextSeq500,9.8,GRCm38,,09.11.19,09.11.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,14662608,,,,,,,,,,,,,,,,,,
3086lh,3086lh,rnaSeq,NextSeq500,8.8,GRCm38,,09.11.19,09.11.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,33118330,,,,,,,,,,,,,,,,,,
3095lh,3095lh,rnaSeq,NextSeq500,9.8,GRCm38,,09.11.19,09.11.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,33283754,,,,,,,,,,,,,,,,,,
3096lh,3096lh,rnaSeq,NextSeq500,9.7,GRCm38,,09.11.19,09.11.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,21244124,,,,,,,,,,,,,,,,,,
3097lh,3097lh,rnaSeq,NextSeq500,8.9,GRCm38,,09.11.19,09.11.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,24106070,,,,,,,,,,,,,,,,,,
3098lh,3098lh,rnaSeq,NextSeq500,9.9,GRCm38,,09.11.19,09.11.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,33209378,,,,,,,,,,,,,,,,,,
3099lh,3099lh,rnaSeq,NextSeq500,9.9,GRCm38,,09.11.19,09.11.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,39782754,,,,,,,,,,,,,,,,,,
3100lh,3100lh,rnaSeq,NextSeq500,10,GRCm38,,09.11.19,09.11.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,29398644,,,,,,,,,,,,,,,,,,
3101lh,3101lh,rnaSeq,NextSeq500,10,GRCm38,,09.11.19,09.11.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,29277052,,,,,,,,,,,,,,,,,,
3106lh,3106lh,rnaSeq,NextSeq500,9.9,GRCm38,,09.11.19,09.11.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,29691010,,,,,,,,,,,,,,,,,,
3107lh,3107lh,rnaSeq,NextSeq500,9.9,GRCm38,,09.11.19,09.11.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,30180584,,,,,,,,,,,,,,,,,,
3118lh,3118lh,rnaSeq,NextSeq500,10,GRCm38,,09.11.19,09.11.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,27469146,,,,,,,,,,,,,,,,,,
3172lh,3172lh,rnaSeq,NextSeq500,10,GRCm38,,09.15.20,09.15.20,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,46686032,,,,,,,,,,,,,,,,,,
3173lh,3173lh,rnaSeq,NextSeq500,10,GRCm38,,09.15.20,09.15.20,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,67497192,,,,,,,,,,,,,,,,,,
3174lh,3174lh,rnaSeq,NextSeq500,10,GRCm38,,09.15.20,09.15.20,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,50834844,,,,,,,,,,,,,,,,,,
3176lh,3176lh,rnaSeq,NextSeq500,10,GRCm38,,09.15.20,09.15.20,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,57329248,,,,,,,,,,,,,,,,,,
3179lh,3179lh,rnaSeq,NextSeq500,10,GRCm38,,09.15.20,09.15.20,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,46926132,,,,,,,,,,,,,,,,,,
3180lh,3180lh,rnaSeq,NextSeq500,10,GRCm38,,09.15.20,09.15.20,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,50010988,,,,,,,,,,,,,,,,,,
3186lh,3186lh,rnaSeq,NextSeq500,10,GRCm38,,09.15.20,09.15.20,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,18600278,,,,,,,,,,,,,,,,,,
3187lh,3187lh,rnaSeq,NextSeq500,10,GRCm38,,09.15.20,09.15.20,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,66512278,,,,,,,,,,,,,,,,,,
3188lh,3188lh,rnaSeq,NextSeq500,9.8,GRCm38,,09.15.20,09.15.20,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,34213828,,,,,,,,,,,,,,,,,,
3189lh,3189lh,rnaSeq,NextSeq500,10,GRCm38,,09.15.20,09.15.20,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,37042808,,,,,,,,,,,,,,,,,,
3194lh,3194lh,rnaSeq,NextSeq500,10,GRCm38,,09.15.20,09.15.20,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,37717282,,,,,,,,,,,,,,,,,,
3195lh,3195lh,rnaSeq,NextSeq500,10,GRCm38,,09.15.20,09.15.20,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,32246514,,,,,,,,,,,,,,,,,,
3196lh,3196lh,rnaSeq,NextSeq500,10,GRCm38,,09.15.20,09.15.20,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,25939892,,,,,,,,,,,,,,,,,,
3197lh,3197lh,rnaSeq,NextSeq500,10,GRCm38,,09.15.20,09.15.20,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,43445608,,,,,,,,,,,,,,,,,,
3198lh,3198lh,rnaSeq,NextSeq500,10,GRCm38,,09.15.20,09.15.20,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,36158096,,,,,,,,,,,,,,,,,,
3199lh,3199lh,rnaSeq,NextSeq500,10,GRCm38,,09.15.20,09.15.20,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,48388816,,,,,,,,,,,,,,,,,,
3200lh,3200lh,rnaSeq,NextSeq500,10,GRCm38,,09.15.20,09.15.20,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,29027148,,,,,,,,,,,,,,,,,,
3201lh,3201lh,rnaSeq,NextSeq500,10,GRCm38,,09.15.20,09.15.20,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,41522912,,,,,,,,,,,,,,,,,,
3202lh,3202lh,rnaSeq,NextSeq500,10,GRCm38,,09.15.20,09.15.20,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,20714756,,,,,,,,,,,,,,,,,,
3124lc,3124lc,rnaSeq,NextSeq500,10,GRCm38,,10.01.19,10.01.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,22892348,,,,,,,,,,,,,,,,,,
3125lc,3125lc,rnaSeq,NextSeq500,10,GRCm38,,10.01.19,10.01.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,34153230,,,,,,,,,,,,,,,,,,
3126lc,3126lc,rnaSeq,NextSeq500,10,GRCm38,,10.01.19,10.01.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,23429514,,,,,,,,,,,,,,,,,,
3127lc,3127lc,rnaSeq,NextSeq500,9.9,GRCm38,,10.01.19,10.01.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,24129814,,,,,,,,,,,,,,,,,,
3128lc,3128lc,rnaSeq,NextSeq500,10,GRCm38,,10.01.19,10.01.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,22932124,,,,,,,,,,,,,,,,,,
3129lc,3129lc,rnaSeq,NextSeq500,9.9,GRCm38,,10.01.19,10.01.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,29811386,,,,,,,,,,,,,,,,,,
3130lc,3130lc,rnaSeq,NextSeq500,10,GRCm38,,10.01.19,10.01.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,34119472,,,,,,,,,,,,,,,,,,
3131lc,3131lc,rnaSeq,NextSeq500,10,GRCm38,,10.01.19,10.01.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,34050924,,,,,,,,,,,,,,,,,,
3132lc,3132lc,rnaSeq,NextSeq500,9.8,GRCm38,,10.01.19,10.01.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,23241248,,,,,,,,,,,,,,,,,,
3133lc,3133lc,rnaSeq,NextSeq500,9.7,GRCm38,,10.01.19,10.01.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,34190408,,,,,,,,,,,,,,,,,,
3144lc,3144lc,rnaSeq,NextSeq500,10,GRCm38,,10.01.19,10.01.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,35435544,,,,,,,,,,,,,,,,,,
3145lc,3145lc,rnaSeq,NextSeq500,9.9,GRCm38,,10.01.19,10.01.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,27384326,,,,,,,,,,,,,,,,,,
3146lc,3146lc,rnaSeq,NextSeq500,9.8,GRCm38,,10.01.19,10.01.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,40758504,,,,,,,,,,,,,,,,,,
3147lc,3147lc,rnaSeq,NextSeq500,9.4,GRCm38,,10.01.19,10.01.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,28728210,,,,,,,,,,,,,,,,,,
3149lc,3149lc,rnaSeq,NextSeq500,9.9,GRCm38,,10.01.19,10.01.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,37135224,,,,,,,,,,,,,,,,,,
3150lc,3150lc,rnaSeq,NextSeq500,10,GRCm38,,10.01.19,10.01.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,40412366,,,,,,,,,,,,,,,,,,
3151lc,3151lc,rnaSeq,NextSeq500,10,GRCm38,,10.01.19,10.01.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,26582214,,,,,,,,,,,,,,,,,,
3152lc,3152lc,rnaSeq,NextSeq500,10,GRCm38,,10.01.19,10.01.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,35547984,,,,,,,,,,,,,,,,,,
3153lc,3153lc,rnaSeq,NextSeq500,10,GRCm38,,10.01.19,10.01.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,32393342,,,,,,,,,,,,,,,,,,
3154lc,3154lc,rnaSeq,NextSeq500,10,GRCm38,,10.01.19,10.01.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,37736150,,,,,,,,,,,,,,,,,,
3156lc,3156lc,rnaSeq,NextSeq500,10,GRCm38,,10.01.19,10.01.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,25625506,,,,,,,,,,,,,,,,,,
3157lc,3157lc,rnaSeq,NextSeq500,10,GRCm38,,10.01.19,10.01.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,27474798,,,,,,,,,,,,,,,,,,
3158lc,3158lc,rnaSeq,NextSeq500,10,GRCm38,,10.01.19,10.01.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,26147030,,,,,,,,,,,,,,,,,,
3159lc,3159lc,rnaSeq,NextSeq500,10,GRCm38,,10.01.19,10.01.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,37694096,,,,,,,,,,,,,,,,,,
3161lc,3161lc,rnaSeq,NextSeq500,10,GRCm38,,10.01.19,10.01.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,26004774,,,,,,,,,,,,,,,,,,
3162lc,3162lc,rnaSeq,NextSeq500,10,GRCm38,,10.01.19,10.01.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,36319180,,,,,,,,,,,,,,,,,,
3164lc,3164lc,rnaSeq,NextSeq500,10,GRCm38,,10.01.19,10.01.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,25735634,,,,,,,,,,,,,,,,,,
3165lc,3165lc,rnaSeq,NextSeq500,9.9,GRCm38,,10.01.19,10.01.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,16105746,,,,,,,,,,,,,,,,,,
3166lc,3166lc,rnaSeq,NextSeq500,10,GRCm38,,10.01.19,10.01.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,30711172,,,,,,,,,,,,,,,,,,
